VisitID,VisitDate,RepID,DoctorID,TerritoryID,VisitType,ProductsDetailed,SamplesGiven,CallOutcome,NextVisitScheduled,VisitDuration_Mins,JointVisitFlag,ManagerID
VIS000757,2021-04-20,REP006,DOC0032,TER023,Planned,"DRG004,DRG001,DRG003",3,Sample Accepted,2021-05-20,42,No,
VIS000192,2021-04-21,REP007,DOC0102,TER039,Planned,"DRG011,DRG014",1,Prescription Committed,2021-04-29,19,No,
VIS002072,2021-04-22,REP020,DOC0070,TER036,Planned,"DRG009,DRG008,DRG001",0,Sample Accepted,2021-05-08,17,No,
VIS002856,2021-04-22,REP002,DOC0005,TER039,Follow-up,"DRG003,DRG004,DRG005",3,Will Consider,2021-05-16,37,Yes,REP017
VIS000223,2021-04-24,REP011,DOC0051,TER002,Planned,DRG004,1,Prescription Committed,2021-05-13,22,No,
VIS000471,2021-04-24,REP006,DOC0215,TER040,Planned,DRG014,0,Will Consider,2021-05-04,41,Yes,REP017
VIS002745,2021-04-24,REP015,DOC0181,TER030,Follow-up,"DRG007,DRG009",2,Will Consider,2021-05-09,16,No,
VIS000026,2021-04-26,REP005,DOC0174,TER001,Follow-up,DRG003,2,Sample Accepted,2021-05-04,42,No,
VIS001085,2021-04-27,REP009,DOC0266,TER039,Unplanned,"DRG001,DRG004,DRG003,DRG002",0,Not Interested,2021-05-23,20,No,
VIS001336,2021-04-28,REP018,DOC0075,TER024,Follow-up,"DRG009,DRG005,DRG004",3,Prescription Committed,2021-05-24,25,No,
VIS001347,2021-04-28,REP015,DOC0201,TER007,Follow-up,DRG013,0,Meeting Rescheduled,2021-05-26,23,No,
VIS000055,2021-04-30,REP007,DOC0096,TER036,Planned,"DRG008,DRG010,DRG003",3,Will Consider,2021-05-07,16,No,
VIS000501,2021-04-30,REP009,DOC0022,TER006,Planned,"DRG006,DRG003,DRG007,DRG011",2,Not Interested,2021-05-17,35,Yes,REP017
VIS000925,2021-04-30,REP010,DOC0197,TER028,Follow-up,"DRG008,DRG001,DRG010",0,Sample Accepted,2021-05-07,24,No,
VIS001999,2021-04-30,REP018,DOC0032,TER022,Planned,"DRG004,DRG006,DRG003,DRG009",1,Prescription Committed,2021-05-16,40,No,
VIS000270,2021-05-01,REP019,DOC0238,TER039,Camp,"DRG011,DRG004",1,Meeting Rescheduled,2021-05-27,42,No,
VIS000367,2021-05-01,REP016,DOC0036,TER030,Planned,"DRG015,DRG011",2,Prescription Committed,2021-05-24,22,No,
VIS001210,2021-05-01,REP001,DOC0162,TER017,Planned,"DRG005,DRG010,DRG013",3,Prescription Committed,2021-05-14,32,No,
VIS001953,2021-05-01,REP019,DOC0076,TER013,Planned,DRG006,1,Prescription Committed,2021-05-26,34,No,
VIS002763,2021-05-01,REP020,DOC0014,TER014,Camp,"DRG003,DRG011,DRG010",1,Prescription Committed,2021-05-15,36,No,
VIS002935,2021-05-01,REP012,DOC0092,TER029,Planned,DRG013,3,Prescription Committed,2021-05-25,12,No,
VIS001044,2021-05-02,REP009,DOC0146,TER023,Planned,"DRG013,DRG008,DRG009,DRG006",2,Will Consider,2021-05-19,43,No,
VIS001181,2021-05-02,REP009,DOC0242,TER002,CME,DRG005,0,Sample Accepted,2021-05-11,29,Yes,REP017
VIS002775,2021-05-02,REP009,DOC0006,TER031,Unplanned,"DRG002,DRG011,DRG014",0,Will Consider,2021-05-25,16,No,
VIS000107,2021-05-03,REP014,DOC0056,TER006,Planned,"DRG001,DRG013,DRG002,DRG007",1,Will Consider,2021-05-13,22,No,
VIS002955,2021-05-03,REP016,DOC0181,TER015,Follow-up,DRG007,3,Prescription Committed,2021-05-31,21,No,
VIS000374,2021-05-04,REP001,DOC0213,TER007,Unplanned,"DRG005,DRG006,DRG001,DRG014",3,Prescription Committed,2021-05-24,19,Yes,REP017
VIS001282,2021-05-04,REP015,DOC0105,TER024,CME,"DRG011,DRG010",2,Prescription Committed,2021-06-01,28,No,
VIS001816,2021-05-04,REP009,DOC0142,TER014,Unplanned,"DRG006,DRG007",2,Meeting Rescheduled,2021-05-23,17,No,
VIS001842,2021-05-04,REP014,DOC0097,TER023,Planned,"DRG014,DRG015",3,Will Consider,2021-05-23,31,No,
VIS002944,2021-05-04,REP004,DOC0294,TER001,Camp,DRG001,0,Not Interested,2021-05-16,42,No,
VIS002367,2021-05-05,REP002,DOC0230,TER023,Planned,"DRG012,DRG005",3,Will Consider,2021-05-24,21,No,
VIS000765,2021-05-06,REP010,DOC0007,TER022,Planned,"DRG002,DRG015,DRG010,DRG003",1,Prescription Committed,2021-05-28,34,No,
VIS000463,2021-05-07,REP006,DOC0239,TER002,Planned,"DRG009,DRG015",2,Will Consider,2021-06-04,38,No,
VIS002268,2021-05-07,REP012,DOC0137,TER038,Planned,"DRG003,DRG008,DRG014",0,Prescription Committed,2021-05-29,10,No,
VIS002639,2021-05-08,REP001,DOC0059,TER024,CME,"DRG007,DRG013,DRG005",1,Prescription Committed,2021-05-31,13,No,
VIS000231,2021-05-09,REP006,DOC0176,TER012,Follow-up,"DRG009,DRG010,DRG003",0,Will Consider,2021-05-28,19,No,
VIS002255,2021-05-09,REP008,DOC0254,TER014,CME,"DRG007,DRG011,DRG001,DRG015",2,Prescription Committed,2021-05-27,28,No,
VIS002339,2021-05-09,REP008,DOC0191,TER025,Planned,"DRG005,DRG012,DRG014,DRG010",2,Meeting Rescheduled,2021-06-07,45,No,
VIS000241,2021-05-10,REP006,DOC0170,TER010,Unplanned,DRG008,1,Not Interested,2021-06-08,15,Yes,REP017
VIS002880,2021-05-10,REP019,DOC0150,TER030,Follow-up,"DRG001,DRG010",2,Prescription Committed,2021-06-05,45,No,
VIS001104,2021-05-11,REP011,DOC0002,TER016,Planned,DRG008,1,Sample Accepted,2021-06-03,22,No,
VIS002985,2021-05-11,REP008,DOC0078,TER001,Unplanned,"DRG006,DRG005,DRG013,DRG007",1,Not Interested,2021-06-07,44,No,
VIS001755,2021-05-12,REP018,DOC0211,TER001,Planned,"DRG010,DRG005,DRG015",1,Prescription Committed,2021-05-21,12,No,
VIS002032,2021-05-12,REP016,DOC0120,TER026,Unplanned,"DRG011,DRG010,DRG012,DRG013",2,Not Interested,2021-06-05,21,No,
VIS002651,2021-05-12,REP015,DOC0201,TER038,Planned,"DRG009,DRG010",3,Sample Accepted,2021-06-08,24,No,
VIS000002,2021-05-13,REP014,DOC0295,TER025,Planned,DRG003,1,Will Consider,2021-06-09,36,No,
VIS000598,2021-05-13,REP019,DOC0259,TER029,Unplanned,"DRG009,DRG013",0,Not Interested,2021-05-29,21,No,
VIS001207,2021-05-14,REP019,DOC0099,TER023,Planned,"DRG015,DRG004,DRG008",3,Prescription Committed,2021-05-21,37,No,
VIS001403,2021-05-14,REP008,DOC0183,TER037,Planned,"DRG008,DRG005",2,Prescription Committed,2021-06-06,30,No,
VIS000861,2021-05-15,REP006,DOC0004,TER007,Planned,"DRG013,DRG007",2,Prescription Committed,2021-06-07,29,No,
VIS000933,2021-05-15,REP011,DOC0095,TER032,Planned,DRG009,0,Sample Accepted,2021-06-07,32,No,
VIS001700,2021-05-15,REP020,DOC0007,TER023,Planned,"DRG014,DRG003,DRG013",2,Meeting Rescheduled,2021-05-31,17,No,
VIS001800,2021-05-15,REP006,DOC0050,TER022,Planned,DRG012,2,Sample Accepted,2021-06-13,21,No,
VIS000470,2021-05-16,REP011,DOC0230,TER010,Planned,"DRG013,DRG005,DRG011,DRG012",1,Not Interested,2021-05-23,41,No,
VIS002058,2021-05-16,REP011,DOC0103,TER007,Unplanned,"DRG009,DRG001,DRG015,DRG002",1,Sample Accepted,2021-06-01,41,No,
VIS000787,2021-05-17,REP015,DOC0135,TER034,Planned,"DRG014,DRG002,DRG005,DRG012",3,Will Consider,2021-06-03,21,No,
VIS001568,2021-05-17,REP002,DOC0225,TER027,Unplanned,DRG007,3,Prescription Committed,2021-05-27,27,No,
VIS002462,2021-05-17,REP006,DOC0175,TER001,Planned,"DRG004,DRG013",1,Not Interested,2021-05-30,44,No,
VIS001053,2021-05-18,REP011,DOC0215,TER030,Planned,"DRG007,DRG010,DRG011,DRG015",0,Prescription Committed,2021-06-14,41,No,
VIS001412,2021-05-18,REP002,DOC0042,TER017,Planned,"DRG002,DRG006,DRG010,DRG013",1,Sample Accepted,2021-06-09,45,Yes,REP017
VIS000161,2021-05-19,REP006,DOC0163,TER006,Planned,DRG001,2,Will Consider,2021-06-14,40,Yes,REP017
VIS002934,2021-05-19,REP005,DOC0092,TER016,Planned,"DRG009,DRG003",0,Not Interested,2021-06-02,41,No,
VIS000456,2021-05-20,REP019,DOC0196,TER004,CME,"DRG006,DRG010,DRG004,DRG014",1,Sample Accepted,2021-06-14,10,No,
VIS000563,2021-05-20,REP018,DOC0200,TER016,Follow-up,DRG007,3,Prescription Committed,2021-06-17,34,Yes,REP017
VIS002772,2021-05-20,REP008,DOC0133,TER007,Planned,"DRG010,DRG004,DRG014",0,Sample Accepted,2021-06-11,11,Yes,REP017
VIS001967,2021-05-21,REP017,DOC0063,TER033,CME,"DRG001,DRG011,DRG010,DRG007",1,Sample Accepted,2021-06-14,39,No,
VIS002872,2021-05-21,REP011,DOC0123,TER038,Unplanned,"DRG005,DRG008,DRG014",3,Sample Accepted,2021-06-11,34,Yes,REP017
VIS001509,2021-05-22,REP011,DOC0065,TER033,Follow-up,"DRG015,DRG006,DRG012",1,Sample Accepted,2021-06-05,44,No,
VIS001590,2021-05-22,REP013,DOC0140,TER012,Unplanned,"DRG005,DRG006,DRG013,DRG001",1,Will Consider,2021-05-31,13,No,
VIS001627,2021-05-22,REP002,DOC0072,TER015,Planned,DRG003,1,Not Interested,2021-06-09,36,Yes,REP017
VIS002746,2021-05-23,REP005,DOC0160,TER029,Unplanned,"DRG005,DRG013",1,Prescription Committed,2021-05-30,29,No,
VIS000480,2021-05-24,REP006,DOC0037,TER009,Planned,"DRG001,DRG008,DRG015,DRG011",2,Prescription Committed,2021-06-08,23,No,
VIS001013,2021-05-24,REP017,DOC0083,TER015,Planned,"DRG013,DRG015,DRG014",0,Sample Accepted,2021-06-13,40,No,
VIS001399,2021-05-24,REP013,DOC0061,TER029,Follow-up,"DRG011,DRG010",1,Not Interested,2021-06-03,38,Yes,REP017
VIS001000,2021-05-25,REP010,DOC0083,TER032,Planned,DRG010,1,Prescription Committed,2021-06-05,43,No,
VIS001354,2021-05-25,REP011,DOC0279,TER027,Follow-up,"DRG005,DRG010",1,Sample Accepted,2021-06-22,43,No,
VIS000190,2021-05-26,REP009,DOC0104,TER009,Planned,"DRG008,DRG009",3,Prescription Committed,2021-06-18,41,Yes,REP017
VIS002576,2021-05-29,REP010,DOC0255,TER021,Planned,"DRG010,DRG001,DRG006",3,Sample Accepted,2021-06-16,33,No,
VIS001754,2021-05-30,REP007,DOC0264,TER008,Unplanned,DRG012,3,Will Consider,2021-06-15,29,No,
VIS002829,2021-05-30,REP004,DOC0167,TER025,Unplanned,"DRG005,DRG009",2,Sample Accepted,2021-06-06,15,No,
VIS001353,2021-05-31,REP014,DOC0060,TER013,Planned,"DRG012,DRG005",2,Meeting Rescheduled,2021-06-11,20,Yes,REP017
VIS001034,2021-06-01,REP006,DOC0167,TER022,CME,DRG010,2,Prescription Committed,2021-06-14,16,No,
VIS001439,2021-06-01,REP006,DOC0136,TER006,CME,"DRG005,DRG010,DRG014",1,Not Interested,2021-06-14,14,No,
VIS001291,2021-06-02,REP005,DOC0120,TER006,Planned,DRG003,1,Prescription Committed,2021-06-29,16,Yes,REP017
VIS002110,2021-06-02,REP018,DOC0184,TER038,CME,DRG013,3,Will Consider,2021-06-11,11,No,
VIS002490,2021-06-02,REP014,DOC0084,TER010,Follow-up,"DRG013,DRG005,DRG008",0,Prescription Committed,2021-06-16,23,No,
VIS000743,2021-06-04,REP018,DOC0041,TER004,Planned,"DRG009,DRG008,DRG005",3,Will Consider,2021-06-21,22,No,
VIS001351,2021-06-04,REP003,DOC0263,TER008,Follow-up,"DRG009,DRG005,DRG004",3,Will Consider,2021-06-25,27,No,
VIS001436,2021-06-04,REP011,DOC0200,TER009,Unplanned,"DRG010,DRG003,DRG015,DRG013",0,Prescription Committed,2021-06-17,17,No,
VIS001681,2021-06-05,REP009,DOC0180,TER002,Unplanned,"DRG002,DRG005,DRG014",2,Sample Accepted,2021-06-14,31,No,
VIS002858,2021-06-05,REP012,DOC0086,TER033,Follow-up,"DRG002,DRG007,DRG008",0,Sample Accepted,2021-07-02,35,Yes,REP012
VIS002908,2021-06-05,REP010,DOC0250,TER011,Planned,"DRG010,DRG008,DRG001,DRG002",3,Not Interested,2021-06-17,32,No,
VIS000044,2021-06-06,REP016,DOC0141,TER026,Planned,"DRG003,DRG011,DRG001",0,Prescription Committed,2021-06-20,25,No,
VIS000484,2021-06-06,REP015,DOC0178,TER037,Planned,"DRG007,DRG003,DRG002,DRG008",0,Sample Accepted,2021-07-03,40,No,
VIS000663,2021-06-06,REP001,DOC0106,TER026,Planned,"DRG006,DRG013,DRG015,DRG008",3,Sample Accepted,2021-06-14,39,No,
VIS001243,2021-06-06,REP009,DOC0050,TER004,CME,"DRG008,DRG011,DRG013,DRG001",0,Prescription Committed,2021-06-24,39,No,
VIS001674,2021-06-06,REP016,DOC0231,TER004,Planned,"DRG005,DRG013,DRG009",3,Will Consider,2021-06-24,30,No,
VIS002242,2021-06-06,REP013,DOC0051,TER034,Planned,DRG006,3,Will Consider,2021-07-05,19,Yes,REP017
VIS001545,2021-06-07,REP018,DOC0283,TER028,Planned,"DRG002,DRG003,DRG010",2,Meeting Rescheduled,2021-07-02,41,Yes,REP017
VIS001976,2021-06-07,REP007,DOC0216,TER002,Planned,"DRG007,DRG011,DRG003",0,Will Consider,2021-07-05,41,Yes,REP012
VIS002194,2021-06-07,REP002,DOC0262,TER034,Planned,"DRG013,DRG014",0,Sample Accepted,2021-07-01,27,No,
VIS000158,2021-06-08,REP013,DOC0018,TER020,Unplanned,"DRG011,DRG008,DRG006,DRG014",3,Prescription Committed,2021-07-02,45,No,
VIS001372,2021-06-08,REP014,DOC0231,TER020,Planned,DRG002,0,Not Interested,2021-06-18,45,No,
VIS001479,2021-06-08,REP020,DOC0248,TER026,Follow-up,"DRG010,DRG008,DRG004,DRG005",1,Sample Accepted,2021-06-28,28,No,
VIS001668,2021-06-08,REP019,DOC0096,TER029,Planned,"DRG009,DRG014,DRG003,DRG005",3,Sample Accepted,2021-06-19,11,No,
VIS002128,2021-06-08,REP017,DOC0298,TER040,Planned,"DRG008,DRG013,DRG005",1,Sample Accepted,2021-07-03,15,No,
VIS002478,2021-06-08,REP019,DOC0196,TER021,CME,"DRG005,DRG002,DRG008,DRG009",0,Will Consider,2021-06-23,26,No,
VIS000890,2021-06-09,REP020,DOC0231,TER014,Planned,"DRG015,DRG005,DRG008,DRG014",0,Will Consider,2021-06-17,22,No,
VIS000938,2021-06-09,REP005,DOC0281,TER022,Planned,"DRG001,DRG002,DRG010",1,Prescription Committed,2021-07-02,18,No,
VIS002431,2021-06-09,REP002,DOC0229,TER013,Follow-up,DRG015,1,Will Consider,2021-06-26,19,No,
VIS000858,2021-06-10,REP014,DOC0237,TER016,Planned,"DRG011,DRG001,DRG003,DRG008",1,Prescription Committed,2021-07-04,13,No,
VIS002948,2021-06-10,REP020,DOC0076,TER007,Unplanned,"DRG011,DRG013",0,Sample Accepted,2021-06-28,30,Yes,REP012
VIS002953,2021-06-10,REP019,DOC0005,TER003,Follow-up,DRG011,0,Prescription Committed,2021-06-21,15,No,
VIS001803,2021-06-11,REP004,DOC0231,TER002,Planned,"DRG012,DRG007,DRG013,DRG002",2,Prescription Committed,2021-06-23,15,No,
VIS002414,2021-06-11,REP010,DOC0107,TER023,Planned,"DRG010,DRG002,DRG015,DRG001",3,Sample Accepted,2021-06-19,29,Yes,REP012
VIS001268,2021-06-12,REP003,DOC0194,TER025,Unplanned,"DRG011,DRG005,DRG013,DRG006",1,Not Interested,2021-07-10,45,No,
VIS002054,2021-06-12,REP009,DOC0240,TER038,Planned,"DRG007,DRG009",3,Prescription Committed,2021-06-19,29,No,
VIS001624,2021-06-13,REP020,DOC0095,TER037,Planned,DRG005,3,Prescription Committed,2021-07-13,13,No,
VIS001074,2021-06-14,REP013,DOC0214,TER017,Planned,"DRG013,DRG011",1,Not Interested,2021-07-05,28,No,
VIS001488,2021-06-14,REP008,DOC0175,TER032,Planned,DRG012,2,Sample Accepted,2021-07-09,18,No,
VIS000857,2021-06-15,REP008,DOC0165,TER027,Follow-up,"DRG009,DRG001,DRG002",2,Prescription Committed,2021-07-03,20,Yes,REP017
VIS001329,2021-06-16,REP016,DOC0249,TER002,CME,"DRG014,DRG005,DRG013,DRG002",0,Will Consider,2021-07-12,28,No,
VIS002267,2021-06-16,REP004,DOC0300,TER034,Planned,DRG004,1,Sample Accepted,2021-07-02,16,No,
VIS002453,2021-06-18,REP001,DOC0262,TER022,Follow-up,"DRG009,DRG010,DRG012",2,Prescription Committed,2021-07-01,30,No,
VIS001527,2021-06-19,REP009,DOC0142,TER036,Planned,DRG005,0,Prescription Committed,2021-07-13,18,No,
VIS001046,2021-06-20,REP008,DOC0241,TER024,CME,"DRG002,DRG003,DRG001",0,Sample Accepted,2021-06-27,41,No,
VIS001584,2021-06-20,REP014,DOC0221,TER040,Unplanned,"DRG004,DRG005",3,Prescription Committed,2021-06-30,14,No,
VIS001719,2021-06-21,REP012,DOC0281,TER038,Planned,DRG007,0,Will Consider,2021-07-01,39,No,
VIS000617,2021-06-22,REP010,DOC0061,TER027,Unplanned,"DRG013,DRG011,DRG004",3,Not Interested,2021-07-22,24,No,
VIS001444,2021-06-22,REP015,DOC0222,TER031,Planned,DRG002,3,Prescription Committed,2021-07-12,24,No,
VIS002022,2021-06-22,REP009,DOC0120,TER017,Follow-up,"DRG014,DRG001,DRG009",3,Sample Accepted,2021-07-11,31,No,
VIS000596,2021-06-23,REP015,DOC0152,TER001,Planned,"DRG006,DRG015,DRG010,DRG011",1,Meeting Rescheduled,2021-07-18,29,No,
VIS001567,2021-06-23,REP003,DOC0193,TER018,Planned,"DRG012,DRG014,DRG002,DRG003",2,Prescription Committed,2021-07-14,36,No,
VIS001836,2021-06-23,REP011,DOC0044,TER032,Follow-up,"DRG005,DRG014,DRG008",0,Will Consider,2021-07-15,14,No,
VIS001848,2021-06-23,REP012,DOC0299,TER009,Planned,"DRG005,DRG001,DRG002",0,Prescription Committed,2021-07-05,18,No,
VIS002196,2021-06-23,REP002,DOC0275,TER001,Unplanned,"DRG013,DRG011",1,Will Consider,2021-07-15,35,No,
VIS002573,2021-06-24,REP020,DOC0239,TER026,Camp,"DRG011,DRG008",1,Not Interested,2021-07-20,22,No,
VIS000751,2021-06-25,REP004,DOC0163,TER008,Unplanned,"DRG011,DRG006",2,Not Interested,2021-07-03,39,No,
VIS000244,2021-06-27,REP011,DOC0144,TER014,Unplanned,"DRG006,DRG011,DRG013",3,Will Consider,2021-07-27,22,Yes,REP017
VIS001813,2021-06-27,REP011,DOC0155,TER039,CME,"DRG012,DRG007",3,Prescription Committed,2021-07-13,20,No,
VIS000701,2021-06-28,REP014,DOC0153,TER001,Planned,DRG005,0,Prescription Committed,2021-07-12,35,No,
VIS001593,2021-06-28,REP010,DOC0046,TER004,Planned,"DRG015,DRG001,DRG009",1,Prescription Committed,2021-07-23,32,No,
VIS002424,2021-06-28,REP007,DOC0137,TER012,CME,"DRG001,DRG010,DRG009,DRG005",2,Sample Accepted,2021-07-25,30,No,
VIS001469,2021-06-29,REP015,DOC0010,TER023,CME,"DRG013,DRG008",2,Will Consider,2021-07-28,38,No,
VIS001940,2021-06-29,REP006,DOC0255,TER035,Planned,"DRG007,DRG008",2,Meeting Rescheduled,2021-07-23,27,No,
VIS001119,2021-06-30,REP004,DOC0068,TER040,Planned,DRG015,3,Sample Accepted,2021-07-21,10,No,
VIS001361,2021-06-30,REP002,DOC0155,TER037,Follow-up,"DRG009,DRG012,DRG013,DRG001",3,Not Interested,2021-07-18,37,No,
VIS002888,2021-06-30,REP009,DOC0295,TER008,Follow-up,"DRG008,DRG006,DRG011",3,Will Consider,2021-07-29,34,Yes,REP017
VIS001722,2021-07-01,REP013,DOC0111,TER019,Planned,DRG012,0,Not Interested,2021-07-15,40,No,
VIS001776,2021-07-01,REP008,DOC0131,TER018,Follow-up,"DRG010,DRG009,DRG012,DRG006",0,Prescription Committed,2021-07-20,14,No,
VIS000691,2021-07-02,REP009,DOC0119,TER006,CME,"DRG002,DRG006,DRG007,DRG015",2,Not Interested,2021-07-12,18,No,
VIS001249,2021-07-02,REP014,DOC0164,TER030,Unplanned,"DRG013,DRG003,DRG007",1,Will Consider,2021-07-09,38,No,
VIS002140,2021-07-02,REP008,DOC0249,TER015,Planned,DRG008,2,Sample Accepted,2021-07-17,10,No,
VIS000049,2021-07-03,REP011,DOC0130,TER030,Planned,"DRG006,DRG004,DRG008,DRG015",3,Will Consider,2021-07-17,20,Yes,REP017
VIS000822,2021-07-03,REP018,DOC0048,TER031,Planned,"DRG014,DRG012,DRG005,DRG015",3,Prescription Committed,2021-07-30,15,No,
VIS000894,2021-07-03,REP017,DOC0074,TER036,Planned,DRG007,2,Will Consider,2021-07-13,15,Yes,REP017
VIS000950,2021-07-03,REP014,DOC0016,TER013,Planned,"DRG010,DRG003,DRG012,DRG006",2,Prescription Committed,2021-07-17,10,No,
VIS000545,2021-07-04,REP012,DOC0112,TER025,Unplanned,"DRG001,DRG010",3,Prescription Committed,2021-07-11,23,Yes,REP012
VIS000702,2021-07-04,REP004,DOC0162,TER024,Planned,DRG010,0,Will Consider,2021-07-13,43,No,
VIS001579,2021-07-04,REP003,DOC0046,TER012,Follow-up,DRG002,3,Prescription Committed,2021-07-12,17,No,
VIS002680,2021-07-04,REP009,DOC0153,TER023,CME,"DRG010,DRG004,DRG013,DRG008",0,Prescription Committed,2021-07-23,45,No,
VIS000052,2021-07-05,REP006,DOC0108,TER022,CME,"DRG003,DRG007,DRG012,DRG002",3,Meeting Rescheduled,2021-07-25,19,No,
VIS000246,2021-07-05,REP016,DOC0286,TER038,Planned,DRG005,3,Will Consider,2021-07-21,20,No,
VIS000754,2021-07-05,REP002,DOC0079,TER020,Unplanned,"DRG014,DRG005",0,Prescription Committed,2021-08-03,26,No,
VIS000914,2021-07-06,REP003,DOC0163,TER035,Planned,DRG003,3,Prescription Committed,2021-08-05,45,No,
VIS001596,2021-07-06,REP011,DOC0174,TER001,Follow-up,"DRG006,DRG005,DRG010",2,Meeting Rescheduled,2021-07-28,41,No,
VIS001731,2021-07-06,REP002,DOC0144,TER012,Follow-up,"DRG006,DRG009,DRG014,DRG012",2,Not Interested,2021-08-04,39,No,
VIS002220,2021-07-06,REP012,DOC0065,TER036,CME,DRG008,0,Will Consider,2021-07-31,31,Yes,REP012
VIS000217,2021-07-07,REP001,DOC0217,TER026,Follow-up,"DRG015,DRG003",0,Prescription Committed,2021-07-31,42,No,
VIS001151,2021-07-07,REP011,DOC0046,TER036,Planned,"DRG001,DRG006",2,Will Consider,2021-08-06,31,Yes,REP017
VIS000063,2021-07-08,REP014,DOC0100,TER018,CME,"DRG012,DRG007,DRG002",3,Sample Accepted,2021-07-28,41,No,
VIS001869,2021-07-08,REP001,DOC0257,TER030,Planned,"DRG008,DRG003,DRG006,DRG002",2,Not Interested,2021-07-16,35,Yes,REP017
VIS002094,2021-07-08,REP017,DOC0064,TER016,Planned,"DRG014,DRG004",2,Will Consider,2021-07-24,26,No,
VIS002766,2021-07-08,REP007,DOC0127,TER039,Planned,DRG005,2,Will Consider,2021-07-31,39,No,
VIS000595,2021-07-09,REP007,DOC0285,TER019,Planned,"DRG010,DRG003,DRG013",3,Not Interested,2021-08-07,14,No,
VIS000910,2021-07-09,REP004,DOC0045,TER023,Unplanned,"DRG010,DRG004,DRG012",1,Meeting Rescheduled,2021-07-29,15,Yes,REP012
VIS000928,2021-07-09,REP018,DOC0040,TER016,Planned,"DRG011,DRG010,DRG002,DRG007",3,Will Consider,2021-07-22,38,No,
VIS001130,2021-07-09,REP013,DOC0131,TER014,Planned,DRG012,3,Will Consider,2021-07-18,30,No,
VIS000875,2021-07-10,REP004,DOC0151,TER027,Planned,"DRG004,DRG008,DRG005,DRG012",1,Prescription Committed,2021-07-29,15,No,
VIS000411,2021-07-11,REP006,DOC0188,TER026,CME,"DRG012,DRG009,DRG004,DRG015",2,Meeting Rescheduled,2021-07-22,39,No,
VIS000544,2021-07-11,REP019,DOC0171,TER032,Planned,"DRG005,DRG008,DRG003,DRG002",1,Prescription Committed,2021-07-31,39,No,
VIS002295,2021-07-11,REP002,DOC0175,TER025,Planned,"DRG005,DRG015,DRG014",0,Will Consider,2021-08-08,26,No,
VIS002857,2021-07-14,REP019,DOC0199,TER026,Planned,DRG014,0,Will Consider,2021-07-31,34,No,
VIS001011,2021-07-16,REP020,DOC0012,TER011,Follow-up,DRG001,0,Will Consider,2021-08-14,40,Yes,REP012
VIS002740,2021-07-19,REP017,DOC0212,TER005,Planned,"DRG010,DRG004,DRG011",3,Will Consider,2021-08-08,18,No,
VIS001184,2021-07-20,REP012,DOC0192,TER031,Planned,"DRG002,DRG008,DRG015",0,Not Interested,2021-08-17,44,No,
VIS002572,2021-07-20,REP006,DOC0005,TER003,Planned,DRG015,1,Will Consider,2021-08-14,15,No,
VIS001212,2021-07-21,REP012,DOC0216,TER017,Planned,DRG001,0,Prescription Committed,2021-08-10,19,No,
VIS000332,2021-07-22,REP012,DOC0217,TER014,Follow-up,"DRG003,DRG009",0,Prescription Committed,2021-08-15,41,No,
VIS000473,2021-07-22,REP014,DOC0249,TER020,Planned,"DRG004,DRG006,DRG008,DRG012",3,Will Consider,2021-08-09,19,No,
VIS001205,2021-07-22,REP019,DOC0043,TER009,CME,"DRG009,DRG004,DRG010",2,Prescription Committed,2021-08-05,42,No,
VIS001790,2021-07-22,REP007,DOC0151,TER015,Unplanned,DRG012,2,Not Interested,2021-07-30,25,No,
VIS002428,2021-07-22,REP011,DOC0136,TER040,Follow-up,"DRG002,DRG011",2,Sample Accepted,2021-08-04,21,No,
VIS002841,2021-07-23,REP006,DOC0256,TER022,Follow-up,"DRG011,DRG010,DRG004,DRG009",0,Sample Accepted,2021-07-30,37,No,
VIS001404,2021-07-24,REP015,DOC0030,TER016,Follow-up,DRG013,3,Meeting Rescheduled,2021-08-13,40,No,
VIS001333,2021-07-25,REP008,DOC0274,TER017,Planned,DRG011,3,Not Interested,2021-08-23,16,Yes,REP017
VIS001779,2021-07-25,REP011,DOC0012,TER028,Planned,"DRG006,DRG009",1,Sample Accepted,2021-08-20,26,No,
VIS000066,2021-07-26,REP008,DOC0115,TER009,Unplanned,DRG010,3,Prescription Committed,2021-08-23,31,No,
VIS000336,2021-07-26,REP005,DOC0119,TER040,Planned,"DRG015,DRG002",1,Prescription Committed,2021-08-14,39,No,
VIS000074,2021-07-28,REP013,DOC0018,TER039,Follow-up,"DRG001,DRG005,DRG004",0,Will Consider,2021-08-26,40,No,
