TargetID,RepID,DrugID,FY_Quarter,SalesTarget_Value,SalesTarget_Units,VisitTarget,NewDoctorTarget
TGT000395,REP002,DRG010,FY2023-Q3,57918.64,225,43,8
TGT000396,REP002,DRG010,FY2023-Q4,95816.07,100,47,6
TGT000397,REP002,DRG010,FY2024-Q1,128722.27,116,20,5
TGT000398,REP002,DRG010,FY2024-Q2,101305.26,284,33,8
TGT000399,REP002,DRG010,FY2024-Q3,76674.11,279,30,9
TGT000400,REP002,DRG010,FY2024-Q4,83298.9,70,33,3
TGT000401,REP002,DRG011,FY2021-Q1,8107048.14,78,45,9
TGT000402,REP002,DRG011,FY2021-Q2,6931536.87,186,29,9
TGT000403,REP002,DRG011,FY2021-Q3,8972021.41,241,28,5
TGT000404,REP002,DRG011,FY2021-Q4,6466430.78,109,29,8
TGT000405,REP002,DRG011,FY2022-Q1,6049424.55,61,28,8
TGT000406,REP002,DRG011,FY2022-Q2,4999886.42,190,58,7
TGT000407,REP002,DRG011,FY2022-Q3,5481027.98,101,59,8
TGT000408,REP002,DRG011,FY2022-Q4,7038225.58,106,41,9
TGT000409,REP002,DRG011,FY2023-Q1,4498884.94,137,32,2
TGT000410,REP002,DRG011,FY2023-Q2,3376466.45,147,48,5
TGT000411,REP002,DRG011,FY2023-Q3,6921313.33,275,48,5
TGT000412,REP002,DRG011,FY2023-Q4,5368425.26,208,49,5
TGT000413,REP002,DRG011,FY2024-Q1,3000226.59,77,33,4
TGT000414,REP002,DRG011,FY2024-Q2,6671714.25,59,48,2
TGT000415,REP002,DRG011,FY2024-Q3,4568599.02,208,56,10
TGT000416,REP002,DRG011,FY2024-Q4,7682599.7,285,36,5
TGT000417,REP002,DRG012,FY2021-Q1,12269.64,119,53,4
TGT000418,REP002,DRG012,FY2021-Q2,6575.42,77,31,8
TGT000419,REP002,DRG012,FY2021-Q3,11845.12,147,39,2
TGT000420,REP002,DRG012,FY2021-Q4,10911.36,76,32,9
TGT000421,REP002,DRG012,FY2022-Q1,25503.37,209,33,5
TGT000422,REP002,DRG012,FY2022-Q2,11659.21,62,48,2
TGT000423,REP002,DRG012,FY2022-Q3,19438.96,62,36,5
TGT000424,REP002,DRG012,FY2022-Q4,8334.77,53,55,5
TGT000425,REP002,DRG012,FY2023-Q1,12861.9,82,25,6
TGT000426,REP002,DRG012,FY2023-Q2,16813.32,222,27,9
TGT000427,REP002,DRG012,FY2023-Q3,11967.41,172,55,6
TGT000428,REP002,DRG012,FY2023-Q4,8365.34,67,35,9
TGT000429,REP002,DRG012,FY2024-Q1,12174.27,133,44,10
TGT000430,REP002,DRG012,FY2024-Q2,18820.01,158,56,2
TGT000431,REP002,DRG012,FY2024-Q3,21580.36,259,35,8
TGT000432,REP002,DRG012,FY2024-Q4,6919.46,278,25,4
TGT000433,REP002,DRG013,FY2021-Q1,25682.8,130,42,7
TGT000434,REP002,DRG013,FY2021-Q2,24421.42,296,53,3
TGT000435,REP002,DRG013,FY2021-Q3,18050.01,119,30,2
TGT000436,REP002,DRG013,FY2021-Q4,30528.45,55,21,8
TGT000437,REP002,DRG013,FY2022-Q1,18671.28,63,56,4
TGT000438,REP002,DRG013,FY2022-Q2,35535.71,237,37,3
TGT000439,REP002,DRG013,FY2022-Q3,17135.41,233,35,5
TGT000440,REP002,DRG013,FY2022-Q4,20058.3,86,58,7
TGT000441,REP002,DRG013,FY2023-Q1,28994.17,85,35,4
TGT000442,REP002,DRG013,FY2023-Q2,27109.36,139,54,10
TGT000443,REP002,DRG013,FY2023-Q3,22415.64,256,51,2
TGT000444,REP002,DRG013,FY2023-Q4,21472.23,258,23,4
TGT000445,REP002,DRG013,FY2024-Q1,25336.82,212,59,2
TGT000446,REP002,DRG013,FY2024-Q2,9536.03,73,47,6
TGT000447,REP002,DRG013,FY2024-Q3,18103.17,241,60,2
TGT000448,REP002,DRG013,FY2024-Q4,16435.95,205,52,9
TGT000449,REP002,DRG014,FY2021-Q1,21794.59,93,51,10
TGT000450,REP002,DRG014,FY2021-Q2,40482.45,182,26,7
TGT000451,REP002,DRG014,FY2021-Q3,21401.41,108,27,7
TGT000452,REP002,DRG014,FY2021-Q4,15854.16,242,49,7
TGT000453,REP002,DRG014,FY2022-Q1,36706.99,131,44,9
TGT000454,REP002,DRG014,FY2022-Q2,38964.31,161,45,10
TGT000455,REP002,DRG014,FY2022-Q3,26516.98,90,23,6
TGT000456,REP002,DRG014,FY2022-Q4,36682.45,298,30,9
TGT000457,REP002,DRG014,FY2023-Q1,58343.47,54,50,4
TGT000458,REP002,DRG014,FY2023-Q2,38509.78,198,25,8
TGT000459,REP002,DRG014,FY2023-Q3,21036.87,270,21,6
TGT000460,REP002,DRG014,FY2023-Q4,30840.85,221,30,6
TGT000461,REP002,DRG014,FY2024-Q1,21633.09,291,26,7
TGT000462,REP002,DRG014,FY2024-Q2,20765.07,94,21,9
TGT000463,REP002,DRG014,FY2024-Q3,42623.98,216,52,5
TGT000464,REP002,DRG014,FY2024-Q4,48260.11,140,52,7
TGT000465,REP002,DRG015,FY2021-Q1,208165.67,290,35,10
TGT000466,REP002,DRG015,FY2021-Q2,49749.74,200,27,7
TGT000467,REP002,DRG015,FY2021-Q3,152249.88,284,53,8
TGT000468,REP002,DRG015,FY2021-Q4,133338.86,174,45,3
TGT000469,REP002,DRG015,FY2022-Q1,144521.19,201,47,6
TGT000470,REP002,DRG015,FY2022-Q2,97546.15,120,41,9
TGT000471,REP002,DRG015,FY2022-Q3,151048.43,209,44,8
TGT000472,REP002,DRG015,FY2022-Q4,154982.99,277,47,5
TGT000473,REP002,DRG015,FY2023-Q1,123239.14,162,31,6
TGT000474,REP002,DRG015,FY2023-Q2,103010.96,67,37,2
TGT000475,REP002,DRG015,FY2023-Q3,223687.01,61,55,8
TGT000476,REP002,DRG015,FY2023-Q4,167260.38,54,60,2
TGT000477,REP002,DRG015,FY2024-Q1,180282.56,215,34,8
TGT000478,REP002,DRG015,FY2024-Q2,133778.6,287,23,9
TGT000479,REP002,DRG015,FY2024-Q3,181961.11,190,47,6
TGT000480,REP002,DRG015,FY2024-Q4,158064.23,82,24,3
TGT000481,REP003,DRG001,FY2021-Q1,31247.48,88,38,3
TGT000482,REP003,DRG001,FY2021-Q2,59792.4,179,35,10
TGT000483,REP003,DRG001,FY2021-Q3,87267.68,187,34,6
TGT000484,REP003,DRG001,FY2021-Q4,27941.64,71,57,9
TGT000485,REP003,DRG001,FY2022-Q1,76319.69,207,44,5
TGT000486,REP003,DRG001,FY2022-Q2,28651.65,218,20,10
TGT000487,REP003,DRG001,FY2022-Q3,44220.31,260,24,7
TGT000488,REP003,DRG001,FY2022-Q4,98085.39,188,52,2
TGT000489,REP003,DRG001,FY2023-Q1,66189.46,154,47,8
TGT000490,REP003,DRG001,FY2023-Q2,58645,295,35,7
TGT000491,REP003,DRG001,FY2023-Q3,46692.27,269,35,8
TGT000492,REP003,DRG001,FY2023-Q4,53894.18,98,26,5
TGT000493,REP003,DRG001,FY2024-Q1,57131.74,153,35,9
TGT000494,REP003,DRG001,FY2024-Q2,57551.4,110,39,10
TGT000495,REP003,DRG001,FY2024-Q3,32586.8,122,56,2
TGT000496,REP003,DRG001,FY2024-Q4,23991.77,295,40,7
TGT000497,REP003,DRG002,FY2021-Q1,107417.56,103,58,10
TGT000498,REP003,DRG002,FY2021-Q2,97978.49,151,26,5
TGT000499,REP003,DRG002,FY2021-Q3,81493.7,197,27,9
TGT000500,REP003,DRG002,FY2021-Q4,63528.81,284,49,7
TGT000501,REP003,DRG002,FY2022-Q1,135826.67,206,55,4
TGT000502,REP003,DRG002,FY2022-Q2,145077.07,293,60,2
TGT000503,REP003,DRG002,FY2022-Q3,166334.08,118,39,3
TGT000504,REP003,DRG002,FY2022-Q4,91589.02,188,24,2
TGT000505,REP003,DRG002,FY2023-Q1,98979.85,284,26,8
TGT000506,REP003,DRG002,FY2023-Q2,111341.2,203,52,6
TGT000507,REP003,DRG002,FY2023-Q3,112758.14,253,30,3
TGT000508,REP003,DRG002,FY2023-Q4,129802.83,290,39,3
TGT000509,REP003,DRG002,FY2024-Q1,56226.71,58,52,9
TGT000510,REP003,DRG002,FY2024-Q2,105248.42,230,49,2
TGT000511,REP003,DRG002,FY2024-Q3,105158.34,286,36,7
TGT000512,REP003,DRG002,FY2024-Q4,126439.98,252,45,2
TGT000513,REP003,DRG003,FY2021-Q1,35078.84,288,44,4
TGT000514,REP003,DRG003,FY2021-Q2,35107.56,294,25,10
TGT000515,REP003,DRG003,FY2021-Q3,56602.77,287,28,8
TGT000516,REP003,DRG003,FY2021-Q4,33023.99,66,21,4
TGT000517,REP003,DRG003,FY2022-Q1,58367.78,292,45,3
TGT000518,REP003,DRG003,FY2022-Q2,62161.11,201,51,9
TGT000519,REP003,DRG003,FY2022-Q3,42708.58,284,29,7
TGT000520,REP003,DRG003,FY2022-Q4,37982.98,186,30,2
TGT000521,REP003,DRG003,FY2023-Q1,31171.16,52,26,4
TGT000522,REP003,DRG003,FY2023-Q2,52499.37,277,23,10
TGT000523,REP003,DRG003,FY2023-Q3,31071.13,53,42,3
TGT000524,REP003,DRG003,FY2023-Q4,48624.96,175,27,4
TGT000525,REP003,DRG003,FY2024-Q1,48552.07,189,23,9
TGT000526,REP003,DRG003,FY2024-Q2,36569.66,189,20,9
TGT000527,REP003,DRG003,FY2024-Q3,56941.85,89,54,3
TGT000528,REP003,DRG003,FY2024-Q4,50204.87,156,42,8
TGT000529,REP003,DRG004,FY2021-Q1,210849.31,83,22,6
TGT000530,REP003,DRG004,FY2021-Q2,193593.05,62,52,6
TGT000531,REP003,DRG004,FY2021-Q3,325027.28,150,20,7
TGT000532,REP003,DRG004,FY2021-Q4,192565.41,271,60,3
TGT000533,REP003,DRG004,FY2022-Q1,242233.86,246,38,10
TGT000534,REP003,DRG004,FY2022-Q2,98917.22,168,49,4
TGT000535,REP003,DRG004,FY2022-Q3,127288.18,189,46,9
TGT000536,REP003,DRG004,FY2022-Q4,287985.13,215,57,4
TGT000537,REP003,DRG004,FY2023-Q1,217439.19,277,45,3
TGT000538,REP003,DRG004,FY2023-Q2,247779.45,277,48,4
TGT000539,REP003,DRG004,FY2023-Q3,111456.67,63,43,5
TGT000540,REP003,DRG004,FY2023-Q4,404887.09,77,59,9
TGT000541,REP003,DRG004,FY2024-Q1,139024.99,168,42,5
TGT000542,REP003,DRG004,FY2024-Q2,284585,286,23,8
TGT000543,REP003,DRG004,FY2024-Q3,170812.53,254,23,6
TGT000544,REP003,DRG004,FY2024-Q4,221469.3,194,53,9
TGT000545,REP003,DRG005,FY2021-Q1,101235.38,158,54,4
TGT000546,REP003,DRG005,FY2021-Q2,86533.45,143,50,7
TGT000547,REP003,DRG005,FY2021-Q3,192563.67,172,28,10
TGT000548,REP003,DRG005,FY2021-Q4,250306.73,191,27,8
TGT000549,REP003,DRG005,FY2022-Q1,75903.66,72,33,3
TGT000550,REP003,DRG005,FY2022-Q2,115435.71,213,42,2
TGT000551,REP003,DRG005,FY2022-Q3,145538.74,147,49,4
TGT000552,REP003,DRG005,FY2022-Q4,168379.99,208,48,7
TGT000553,REP003,DRG005,FY2023-Q1,144049.79,237,36,10
TGT000554,REP003,DRG005,FY2023-Q2,200683.64,144,34,6
TGT000555,REP003,DRG005,FY2023-Q3,182988.75,185,55,3
TGT000556,REP003,DRG005,FY2023-Q4,138523.62,54,59,7
TGT000557,REP003,DRG005,FY2024-Q1,156472.75,200,59,8
TGT000558,REP003,DRG005,FY2024-Q2,89632.15,91,49,6
TGT000559,REP003,DRG005,FY2024-Q3,85645.51,113,27,10
TGT000560,REP003,DRG005,FY2024-Q4,94333.55,156,28,10
TGT000561,REP003,DRG006,FY2021-Q1,68193.11,118,33,4
TGT000562,REP003,DRG006,FY2021-Q2,132999.41,205,36,4
TGT000563,REP003,DRG006,FY2021-Q3,80905.95,292,39,4
TGT000564,REP003,DRG006,FY2021-Q4,55220.46,135,25,2
TGT000565,REP003,DRG006,FY2022-Q1,39327.21,93,22,3
TGT000566,REP003,DRG006,FY2022-Q2,81718.44,79,22,5
TGT000567,REP003,DRG006,FY2022-Q3,53621.7,246,49,7
TGT000568,REP003,DRG006,FY2022-Q4,137669.19,268,33,7
TGT000569,REP003,DRG006,FY2023-Q1,46884.17,89,38,9
TGT000570,REP003,DRG006,FY2023-Q2,74372.97,230,55,10
TGT000571,REP003,DRG006,FY2023-Q3,76618.35,234,24,8
TGT000572,REP003,DRG006,FY2023-Q4,98245.42,146,51,10
TGT000573,REP003,DRG006,FY2024-Q1,91326.76,133,26,9
TGT000574,REP003,DRG006,FY2024-Q2,49787.89,68,29,6
TGT000575,REP003,DRG006,FY2024-Q3,49652.54,123,53,6
TGT000576,REP003,DRG006,FY2024-Q4,96226.94,77,46,4
TGT000577,REP003,DRG007,FY2021-Q1,3722638.27,285,37,4
TGT000578,REP003,DRG007,FY2021-Q2,3278845.64,247,32,10
TGT000579,REP003,DRG007,FY2021-Q3,2911093.81,174,24,3
TGT000580,REP003,DRG007,FY2021-Q4,2988977.65,92,27,5
TGT000581,REP003,DRG007,FY2022-Q1,1418849.44,249,53,7
TGT000582,REP003,DRG007,FY2022-Q2,2073669.26,69,34,2
TGT000583,REP003,DRG007,FY2022-Q3,3686069.34,189,26,9
TGT000584,REP003,DRG007,FY2022-Q4,2335647.42,50,36,7
TGT000585,REP003,DRG007,FY2023-Q1,3471089.5,205,45,10
TGT000586,REP003,DRG007,FY2023-Q2,2043113.67,217,27,10
TGT000587,REP003,DRG007,FY2023-Q3,2113605.85,233,29,8
TGT000588,REP003,DRG007,FY2023-Q4,1853861.58,209,44,7
TGT000589,REP003,DRG007,FY2024-Q1,778658.92,180,27,6
TGT000590,REP003,DRG007,FY2024-Q2,2700087.08,248,23,2
TGT000591,REP003,DRG007,FY2024-Q3,2046196.44,269,48,5
TGT000592,REP003,DRG007,FY2024-Q4,2116900.39,136,51,6
TGT000593,REP003,DRG008,FY2021-Q1,5141531.16,93,23,7
TGT000594,REP003,DRG008,FY2021-Q2,5440696.77,185,34,3
TGT000595,REP003,DRG008,FY2021-Q3,4302926.24,50,52,6
TGT000596,REP003,DRG008,FY2021-Q4,6879979.7,243,58,8
TGT000597,REP003,DRG008,FY2022-Q1,2494159.27,154,39,8
TGT000598,REP003,DRG008,FY2022-Q2,5855044.97,66,30,8
TGT000599,REP003,DRG008,FY2022-Q3,5192118.57,255,21,3
TGT000600,REP003,DRG008,FY2022-Q4,2828541.4,238,53,6
TGT000601,REP003,DRG008,FY2023-Q1,5972272.18,287,45,6
TGT000602,REP003,DRG008,FY2023-Q2,4844675.1,165,30,7
TGT000603,REP003,DRG008,FY2023-Q3,4602418.09,165,51,6
TGT000604,REP003,DRG008,FY2023-Q4,5280374.95,299,32,3
TGT000605,REP003,DRG008,FY2024-Q1,3703833.63,173,41,6
TGT000606,REP003,DRG008,FY2024-Q2,4277551.84,275,27,3
TGT000607,REP003,DRG008,FY2024-Q3,4178822.94,126,25,6
TGT000608,REP003,DRG008,FY2024-Q4,3575517.49,143,54,8
TGT000609,REP003,DRG009,FY2021-Q1,92347.1,235,47,6
TGT000610,REP003,DRG009,FY2021-Q2,39902.31,283,27,10
TGT000611,REP003,DRG009,FY2021-Q3,77910.28,249,46,5
TGT000612,REP003,DRG009,FY2021-Q4,41833.18,205,55,8
TGT000613,REP003,DRG009,FY2022-Q1,70216.79,132,58,2
TGT000614,REP003,DRG009,FY2022-Q2,42395.98,146,22,10
TGT000615,REP003,DRG009,FY2022-Q3,88041.51,83,31,7
TGT000616,REP003,DRG009,FY2022-Q4,48734.93,54,20,7
TGT000617,REP003,DRG009,FY2023-Q1,34722.01,88,44,6
TGT000618,REP003,DRG009,FY2023-Q2,85106.44,144,58,7
TGT000619,REP003,DRG009,FY2023-Q3,69116.85,279,49,3
TGT000620,REP003,DRG009,FY2023-Q4,43401.26,90,34,3
TGT000621,REP003,DRG009,FY2024-Q1,34583.72,159,50,6
TGT000622,REP003,DRG009,FY2024-Q2,40876.29,111,60,7
TGT000623,REP003,DRG009,FY2024-Q3,31336.15,148,49,8
TGT000624,REP003,DRG009,FY2024-Q4,89104.52,297,48,2
TGT000625,REP003,DRG010,FY2021-Q1,136784.87,275,53,2
TGT000626,REP003,DRG010,FY2021-Q2,100177.05,284,55,5
TGT000627,REP003,DRG010,FY2021-Q3,58853.84,74,29,6
TGT000628,REP003,DRG010,FY2021-Q4,169771.05,227,42,4
TGT000629,REP003,DRG010,FY2022-Q1,52828.36,252,20,4
TGT000630,REP003,DRG010,FY2022-Q2,163548.4,140,22,3
TGT000631,REP003,DRG010,FY2022-Q3,147738.26,187,29,8
TGT000632,REP003,DRG010,FY2022-Q4,170565.41,121,35,2
TGT000633,REP003,DRG010,FY2023-Q1,173002.02,236,30,3
TGT000634,REP003,DRG010,FY2023-Q2,85789.82,86,29,9
TGT000635,REP003,DRG010,FY2023-Q3,81797.94,207,42,2
TGT000636,REP003,DRG010,FY2023-Q4,98530.32,155,55,10
TGT000637,REP003,DRG010,FY2024-Q1,86773.9,163,43,2
TGT000638,REP003,DRG010,FY2024-Q2,158667.32,264,34,2
TGT000639,REP003,DRG010,FY2024-Q3,138926.29,195,52,9
TGT000640,REP003,DRG010,FY2024-Q4,160160.51,251,52,9
TGT000641,REP003,DRG011,FY2021-Q1,5232027.08,245,47,2
TGT000642,REP003,DRG011,FY2021-Q2,2520037.93,123,46,7
TGT000643,REP003,DRG011,FY2021-Q3,5139440.91,299,50,9
TGT000644,REP003,DRG011,FY2021-Q4,2132977.79,236,27,3
TGT000645,REP003,DRG011,FY2022-Q1,4598450.32,248,26,3
TGT000646,REP003,DRG011,FY2022-Q2,7215155.98,292,49,10
TGT000647,REP003,DRG011,FY2022-Q3,3074360.42,221,20,5
TGT000648,REP003,DRG011,FY2022-Q4,5131906.49,128,29,10
TGT000649,REP003,DRG011,FY2023-Q1,7867155.03,183,57,2
TGT000650,REP003,DRG011,FY2023-Q2,4776600.79,100,46,4
TGT000651,REP003,DRG011,FY2023-Q3,6524062.53,123,38,4
TGT000652,REP003,DRG011,FY2023-Q4,4613038.37,233,49,9
TGT000653,REP003,DRG011,FY2024-Q1,3548982.86,106,32,9
TGT000654,REP003,DRG011,FY2024-Q2,3988600.13,176,38,8
TGT000655,REP003,DRG011,FY2024-Q3,7966569.3,146,25,7
TGT000656,REP003,DRG011,FY2024-Q4,7119337.6,266,60,3
TGT000657,REP003,DRG012,FY2021-Q1,8438.96,144,30,6
TGT000658,REP003,DRG012,FY2021-Q2,18601.44,94,44,2
TGT000659,REP003,DRG012,FY2021-Q3,16993.64,153,44,9
TGT000660,REP003,DRG012,FY2021-Q4,7752.58,246,58,6
TGT000661,REP003,DRG012,FY2022-Q1,6497.24,176,29,8
TGT000662,REP003,DRG012,FY2022-Q2,12419.11,245,49,6
TGT000663,REP003,DRG012,FY2022-Q3,9499.4,274,40,3
TGT000664,REP003,DRG012,FY2022-Q4,14378.39,87,43,5
TGT000665,REP003,DRG012,FY2023-Q1,12141.88,193,48,8
TGT000666,REP003,DRG012,FY2023-Q2,8269.82,272,57,2
TGT000667,REP003,DRG012,FY2023-Q3,11047.03,106,52,8
TGT000668,REP003,DRG012,FY2023-Q4,8656.86,228,53,9
TGT000669,REP003,DRG012,FY2024-Q1,11478.02,240,40,2
TGT000670,REP003,DRG012,FY2024-Q2,11652.81,297,21,9
TGT000671,REP003,DRG012,FY2024-Q3,5516.48,120,56,4
TGT000672,REP003,DRG012,FY2024-Q4,21017.47,266,49,7
TGT000673,REP003,DRG013,FY2021-Q1,16685.53,140,34,5
TGT000674,REP003,DRG013,FY2021-Q2,22073.1,81,31,7
TGT000675,REP003,DRG013,FY2021-Q3,11843.61,122,57,10
TGT000676,REP003,DRG013,FY2021-Q4,13302.87,59,40,9
TGT000677,REP003,DRG013,FY2022-Q1,32811.77,218,26,9
TGT000678,REP003,DRG013,FY2022-Q2,14136.46,104,38,10
TGT000679,REP003,DRG013,FY2022-Q3,37351.79,125,48,8
TGT000680,REP003,DRG013,FY2022-Q4,9097.51,170,24,9
TGT000681,REP003,DRG013,FY2023-Q1,24063.56,53,42,3
TGT000682,REP003,DRG013,FY2023-Q2,19674.42,182,31,8
TGT000683,REP003,DRG013,FY2023-Q3,21504.64,95,31,8
TGT000684,REP003,DRG013,FY2023-Q4,27421.6,255,59,7
TGT000685,REP003,DRG013,FY2024-Q1,28195.77,142,27,4
TGT000686,REP003,DRG013,FY2024-Q2,23520.42,108,34,4
TGT000687,REP003,DRG013,FY2024-Q3,12952.69,235,50,7
TGT000688,REP003,DRG013,FY2024-Q4,23560.49,229,29,7
TGT000689,REP003,DRG014,FY2021-Q1,36204.71,153,50,4
TGT000690,REP003,DRG014,FY2021-Q2,30192.24,161,24,9
TGT000691,REP003,DRG014,FY2021-Q3,44468.86,193,31,5
TGT000692,REP003,DRG014,FY2021-Q4,21625.76,212,43,5
TGT000693,REP003,DRG014,FY2022-Q1,53426.28,158,39,3
TGT000694,REP003,DRG014,FY2022-Q2,14686.36,218,39,8
TGT000695,REP003,DRG014,FY2022-Q3,36732.93,50,34,7
TGT000696,REP003,DRG014,FY2022-Q4,35835.41,212,33,3
TGT000697,REP003,DRG014,FY2023-Q1,16593.23,100,21,4
TGT000698,REP003,DRG014,FY2023-Q2,17124.81,217,45,3
TGT000699,REP003,DRG014,FY2023-Q3,40727.79,153,37,10
TGT000700,REP003,DRG014,FY2023-Q4,35578.75,299,21,6
TGT000701,REP003,DRG014,FY2024-Q1,40915.35,176,45,8
TGT000702,REP003,DRG014,FY2024-Q2,29803.03,63,38,8
TGT000703,REP003,DRG014,FY2024-Q3,18085.59,231,40,10
TGT000704,REP003,DRG014,FY2024-Q4,14877.97,246,22,3
TGT000705,REP003,DRG015,FY2021-Q1,172129.74,96,50,7
TGT000706,REP003,DRG015,FY2021-Q2,118000.17,294,59,7
TGT000707,REP003,DRG015,FY2021-Q3,66448.33,249,43,9
TGT000708,REP003,DRG015,FY2021-Q4,158983.72,232,51,8
TGT000709,REP003,DRG015,FY2022-Q1,79156.83,135,35,6
TGT000710,REP003,DRG015,FY2022-Q2,158739.19,278,51,6
TGT000711,REP003,DRG015,FY2022-Q3,149856.29,207,47,6
TGT000712,REP003,DRG015,FY2022-Q4,44702.88,214,55,4
TGT000713,REP003,DRG015,FY2023-Q1,154429.07,144,34,3
TGT000714,REP003,DRG015,FY2023-Q2,126822.44,289,57,4
TGT000715,REP003,DRG015,FY2023-Q3,187082.73,58,43,4
TGT000716,REP003,DRG015,FY2023-Q4,158823.09,109,38,10
TGT000717,REP003,DRG015,FY2024-Q1,55131.19,252,30,9
TGT000718,REP003,DRG015,FY2024-Q2,136512.91,290,40,3
TGT000719,REP003,DRG015,FY2024-Q3,71232.15,121,53,4
TGT000720,REP003,DRG015,FY2024-Q4,46167.23,211,28,7
TGT000721,REP004,DRG001,FY2021-Q1,20909.81,292,31,8
TGT000722,REP004,DRG001,FY2021-Q2,36978.56,64,25,2
TGT000723,REP004,DRG001,FY2021-Q3,26456.63,285,50,6
TGT000724,REP004,DRG001,FY2021-Q4,81220.9,109,53,9
TGT000725,REP004,DRG001,FY2022-Q1,76186.79,191,23,10
TGT000726,REP004,DRG001,FY2022-Q2,69285.03,227,33,10
TGT000727,REP004,DRG001,FY2022-Q3,73820.23,210,60,5
TGT000728,REP004,DRG001,FY2022-Q4,50516.43,242,57,2
TGT000729,REP004,DRG001,FY2023-Q1,84799.36,187,21,2
TGT000730,REP004,DRG001,FY2023-Q2,55300.53,109,33,7
TGT000731,REP004,DRG001,FY2023-Q3,51766.64,226,45,6
TGT000732,REP004,DRG001,FY2023-Q4,61968.83,178,23,5
TGT000733,REP004,DRG001,FY2024-Q1,96804.32,230,53,2
TGT000734,REP004,DRG001,FY2024-Q2,31358.4,215,26,3
TGT000735,REP004,DRG001,FY2024-Q3,64140.11,277,45,7
TGT000736,REP004,DRG001,FY2024-Q4,35863.02,76,46,10
TGT000737,REP004,DRG002,FY2021-Q1,148453.55,50,52,7
TGT000738,REP004,DRG002,FY2021-Q2,133596.94,229,37,2
TGT000739,REP004,DRG002,FY2021-Q3,54791.83,275,42,10
TGT000740,REP004,DRG002,FY2021-Q4,133395.96,217,45,9
TGT000741,REP004,DRG002,FY2022-Q1,156987.97,97,51,5
TGT000742,REP004,DRG002,FY2022-Q2,70243.23,184,23,7
TGT000743,REP004,DRG002,FY2022-Q3,144176.81,263,53,8
TGT000744,REP004,DRG002,FY2022-Q4,136049.83,111,51,9
TGT000745,REP004,DRG002,FY2023-Q1,138607.25,91,39,7
TGT000746,REP004,DRG002,FY2023-Q2,155917.12,106,35,9
TGT000747,REP004,DRG002,FY2023-Q3,75999.05,147,42,6
TGT000748,REP004,DRG002,FY2023-Q4,125605.5,256,39,10
TGT000749,REP004,DRG002,FY2024-Q1,74106.71,203,45,9
TGT000750,REP004,DRG002,FY2024-Q2,164894.51,53,32,10
TGT000751,REP004,DRG002,FY2024-Q3,85019.47,127,27,8
TGT000752,REP004,DRG002,FY2024-Q4,42287.93,175,48,4
TGT000753,REP004,DRG003,FY2021-Q1,62242.31,238,45,8
TGT000754,REP004,DRG003,FY2021-Q2,35098.03,230,51,9
TGT000755,REP004,DRG003,FY2021-Q3,35562.58,222,43,3
TGT000756,REP004,DRG003,FY2021-Q4,63429.85,182,35,6
TGT000757,REP004,DRG003,FY2022-Q1,41052.16,206,26,4
TGT000758,REP004,DRG003,FY2022-Q2,46300.32,56,22,5
TGT000759,REP004,DRG003,FY2022-Q3,27376.01,50,50,4
TGT000760,REP004,DRG003,FY2022-Q4,55218.13,154,57,10
TGT000761,REP004,DRG003,FY2023-Q1,47329.51,272,21,2
TGT000762,REP004,DRG003,FY2023-Q2,26823.06,108,26,3
TGT000763,REP004,DRG003,FY2023-Q3,29073.71,257,50,8
TGT000764,REP004,DRG003,FY2023-Q4,26473.43,198,52,9
TGT000765,REP004,DRG003,FY2024-Q1,53857.27,52,40,6
TGT000766,REP004,DRG003,FY2024-Q2,32360,152,32,3
TGT000767,REP004,DRG003,FY2024-Q3,15835.09,108,47,6
TGT000768,REP004,DRG003,FY2024-Q4,45599.87,62,47,8
TGT000769,REP004,DRG004,FY2021-Q1,378627.66,121,45,7
TGT000770,REP004,DRG004,FY2021-Q2,131495.37,233,37,9
TGT000771,REP004,DRG004,FY2021-Q3,134429.1,128,33,7
TGT000772,REP004,DRG004,FY2021-Q4,302195.8,219,48,9
TGT000773,REP004,DRG004,FY2022-Q1,321409.24,116,60,3
TGT000774,REP004,DRG004,FY2022-Q2,97560.47,151,28,6
TGT000775,REP004,DRG004,FY2022-Q3,336790.18,87,45,8
TGT000776,REP004,DRG004,FY2022-Q4,227195.38,87,41,2
TGT000777,REP004,DRG004,FY2023-Q1,200620.88,209,56,8
TGT000778,REP004,DRG004,FY2023-Q2,255176.06,177,45,7
TGT000779,REP004,DRG004,FY2023-Q3,91001.06,291,49,6
TGT000780,REP004,DRG004,FY2023-Q4,189538.94,190,26,10
TGT000781,REP004,DRG004,FY2024-Q1,126165.32,229,40,6
TGT000782,REP004,DRG004,FY2024-Q2,149443.54,118,38,5
TGT000783,REP004,DRG004,FY2024-Q3,137748.99,78,41,2
TGT000784,REP004,DRG004,FY2024-Q4,284908.47,283,45,4
TGT000785,REP004,DRG005,FY2021-Q1,203395.49,74,60,2
TGT000786,REP004,DRG005,FY2021-Q2,162431.16,162,32,7
TGT000787,REP004,DRG005,FY2021-Q3,89591.93,260,49,6
TGT000788,REP004,DRG005,FY2021-Q4,128426.82,195,42,9
TGT000789,REP004,DRG005,FY2022-Q1,91536.29,108,31,2
TGT000790,REP004,DRG005,FY2022-Q2,71144.09,268,52,7
